CAGDP1 County and MSA gross domestic product (GDP) summary
CAGDP1 County and MSA gross domestic product (GDP) summary
Metropolitan Statistical Area
GeoFips,GeoName,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
21340,"El Paso, TX (Metropolitan Statistical Area)",3.7,0.5,6.1,2.5,2.4,2.3,-2.6,1.7,8.3,5.1,3.0,-0.5,-1.5,1.5,0.9,2.1,3.1,5.4,-0.5,7.2,1.9,6.1
21420,"Enid, OK (Metropolitan Statistical Area)",1.4,4.8,2.7,1.5,8.1,-1.2,9.2,-1.0,2.2,9.9,11.1,-2.4,11.4,7.1,-1.5,-12.2,-1.5,1.3,-5.8,10.1,-2.0,6.8
21500,"Erie, PA (Metropolitan Statistical Area)",-1.3,1.1,2.9,4.5,1.5,3.5,4.9,-8.9,2.7,4.3,-2.7,1.6,-5.1,0.1,-2.5,-2.5,0.9,0.5,-6.0,2.1,0.6,1.5
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",2.0,2.3,4.8,4.7,3.2,2.0,-0.9,-6.1,1.4,0.5,0.8,0.7,1.5,5.0,3.0,3.8,2.7,0.4,-0.7,7.0,1.9,2.3
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",5.5,4.2,6.0,-2.7,-5.3,-1.0,4.5,-3.6,3.2,0.9,-2.1,-3.9,-1.2,0.9,2.0,7.0,2.9,4.7,-4.9,11.7,-0.8,4.5
21820,"Fairbanks, AK (Metropolitan Statistical Area)",-12.7,1.5,0.9,9.4,3.8,1.7,8.2,-2.0,1.7,-7.4,-5.2,-1.1,-1.5,-1.1,0.6,-1.8,-1.7,-0.2,-3.6,5.1,-2.7,0.3
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",5.9,5.6,3.7,3.2,5.4,4.3,2.9,-2.5,3.8,5.7,9.7,-0.6,7.0,3.5,-0.3,3.3,0.7,2.5,-3.4,5.3,0.4,3.6
22140,"Farmington, NM (Metropolitan Statistical Area)",0.3,-1.5,2.3,0.2,2.2,3.2,-1.2,1.0,-6.7,-0.3,-0.1,-1.2,3.7,1.4,-8.3,-2.7,-3.2,0.8,-7.1,0.3,0.6,2.4
22180,"Fayetteville, NC (Metropolitan Statistical Area)",5.1,3.1,5.5,6.3,1.9,-0.8,4.0,3.4,3.1,0.4,-2.5,0.0,0.0,1.7,2.4,-6.0,1.0,2.4,0.3,4.6,0.3,1.6
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",7.5,6.3,9.4,6.3,1.9,-2.6,-1.5,-4.5,6.3,2.3,5.0,7.6,5.1,4.7,2.9,5.7,3.0,2.2,4.3,9.6,4.1,1.4
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",1.1,1.8,3.4,4.9,3.8,8.8,-2.2,-5.1,6.5,7.4,-3.7,3.5,-1.9,2.0,0.5,9.1,0.0,-3.3,-8.3,8.1,1.9,3.7
22420,"Flint, MI (Metropolitan Statistical Area)",5.5,2.5,-0.3,1.7,-1.3,-1.6,-8.9,-9.4,5.9,1.9,1.0,3.0,-0.5,5.0,2.5,1.6,2.5,2.4,-8.7,2.4,1.0,1.9
22500,"Florence, SC (Metropolitan Statistical Area)",0.7,3.1,2.1,2.2,0.9,0.7,-1.6,-3.6,-1.6,4.1,1.7,4.7,4.1,2.7,2.0,0.5,0.2,2.6,-3.0,3.9,-0.9,1.6
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",-0.3,4.9,5.6,2.9,0.5,-0.4,0.1,-5.7,5.6,2.3,1.0,6.5,-3.2,-1.7,-2.7,-1.5,2.2,0.1,-1.0,3.6,3.6,3.2
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",-1.2,3.9,5.5,1.8,1.0,1.2,1.6,-7.0,5.5,4.5,6.2,1.1,2.6,-0.5,-0.2,1.5,2.2,1.1,-5.0,3.2,0.1,-2.9
22660,"Fort Collins, CO (Metropolitan Statistical Area)",7.0,0.9,2.3,2.9,2.2,3.5,2.1,-1.5,3.0,0.4,3.9,4.7,5.3,4.6,4.0,7.7,4.8,4.4,-0.9,5.8,1.9,1.3
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",2.5,5.1,6.0,3.1,5.0,-4.1,-2.2,-7.3,3.2,2.5,-1.2,-1.1,-0.2,-1.9,0.1,0.4,2.4,1.4,-1.0,4.6,0.4,1.6
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",2.9,4.7,2.2,2.8,3.5,2.7,-4.9,-7.5,3.1,0.7,4.5,-0.2,7.7,4.3,3.2,3.8,3.8,0.7,-7.1,7.2,4.2,1.4
23420,"Fresno, CA (Metropolitan Statistical Area)",8.1,5.8,1.9,3.9,5.5,-2.4,-3.1,0.9,0.9,1.1,-3.1,4.0,3.2,4.6,3.9,2.8,2.8,2.8,-1.3,3.6,0.2,3.3
23460,"Gadsden, AL (Metropolitan Statistical Area)",1.7,1.9,5.7,0.9,-3.4,-0.5,-0.5,-1.0,1.0,0.4,-2.7,2.3,-0.1,3.3,0.4,-0.7,1.1,-2.1,-7.8,3.3,1.1,1.7
23540,"Gainesville, FL (Metropolitan Statistical Area)",3.0,1.2,8.9,2.4,1.8,5.2,-0.8,-2.5,-0.4,-1.4,-0.7,1.3,3.2,1.9,2.1,3.8,3.3,2.9,0.1,6.5,3.4,4.5
23580,"Gainesville, GA (Metropolitan Statistical Area)",0.9,4.7,4.3,3.2,0.6,3.8,-0.3,-5.5,2.2,8.0,-0.7,2.8,6.0,4.6,3.9,7.7,4.9,2.4,1.7,5.6,7.3,1.4
23900,"Gettysburg, PA (Metropolitan Statistical Area)",7.3,-0.1,1.5,4.3,4.4,-0.1,2.5,1.7,-1.4,1.9,2.8,1.4,0.3,2.9,1.5,3.9,-2.5,-2.3,-5.0,3.0,-0.1,-0.8
24020,"Glens Falls, NY (Metropolitan Statistical Area)",1.9,4.6,6.4,0.2,-0.5,-0.1,6.1,5.1,1.6,-1.6,1.6,-0.3,0.7,2.3,-0.6,1.4,-0.1,20.2,-1.6,4.4,-8.8,1.9
24140,"Goldsboro, NC (Metropolitan Statistical Area)",-3.8,-2.1,5.0,1.5,2.5,0.4,1.8,-1.9,2.9,-4.1,0.4,3.1,-2.4,1.4,0.9,0.9,-0.5,-0.1,-2.3,4.9,1.0,-1.0
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",4.5,7.7,-3.1,2.8,5.3,0.1,6.0,-3.7,2.5,1.3,7.5,1.4,-0.8,1.6,2.3,-0.1,0.4,0.7,-2.7,2.9,-1.0,-0.7
24260,"Grand Island, NE (Metropolitan Statistical Area)",2.9,6.1,2.3,7.9,4.3,0.1,2.5,1.0,4.4,1.7,2.9,5.3,-0.6,0.3,1.6,-4.3,1.4,0.2,-1.4,10.3,-0.6,4.2
24300,"Grand Junction, CO (Metropolitan Statistical Area)",3.1,2.8,3.4,6.5,6.4,11.4,9.0,-7.9,-5.4,1.3,-1.6,-0.3,2.4,-1.4,-2.1,6.3,4.4,1.9,-3.0,4.9,3.6,2.6
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",3.1,2.9,3.3,2.8,-0.9,0.4,-3.4,-6.6,4.4,2.5,2.4,2.7,3.5,4.4,2.6,1.5,3.3,0.7,-2.0,6.9,2.0,1.2
24420,"Grants Pass, OR (Metropolitan Statistical Area)",5.0,5.1,6.8,4.2,1.1,-0.4,-3.5,-2.7,-0.1,0.3,0.9,1.0,1.8,6.8,1.1,7.4,4.3,6.7,-1.3,5.2,-3.6,4.9
24500,"Great Falls, MT (Metropolitan Statistical Area)",3.0,0.9,4.4,7.2,-1.1,2.2,-1.9,-0.4,3.3,0.8,0.6,-1.9,-0.4,3.1,0.1,4.3,1.3,-1.3,-1.5,3.6,6.8,3.2
24540,"Greeley, CO (Metropolitan Statistical Area) *",-0.8,3.7,7.7,8.1,2.3,4.6,5.9,1.6,3.6,4.0,9.9,13.0,21.0,12.9,3.7,6.8,11.1,5.6,-8.4,2.5,-6.1,18.5
24580,"Green Bay, WI (Metropolitan Statistical Area)",2.4,3.3,3.2,1.8,1.6,1.1,-0.1,-3.4,5.3,2.3,2.7,0.3,6.3,2.8,1.0,-0.2,3.2,0.4,-2.8,1.9,1.4,1.3
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2.8,-0.1,-0.8,2.8,4.2,0.3,1.6,-1.9,1.3,1.5,-4.6,2.6,-0.4,2.5,-1.1,0.5,0.5,-1.1,-3.6,4.0,2.8,0.5
24780,"Greenville, NC (Metropolitan Statistical Area)",-0.7,-0.4,3.2,8.3,8.3,4.1,0.6,3.7,3.2,0.9,-4.4,6.3,3.1,8.7,0.1,2.8,-2.7,-1.5,-3.2,2.8,2.3,2.8
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",4.7,3.7,-8.0,1.4,-0.3,4.1,-0.5,-5.5,3.6,4.3,1.3,3.6,3.6,4.1,2.8,1.9,3.9,2.1,-2.9,5.1,4.1,2.8
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",0.2,7.9,0.3,3.5,3.4,25.1,-10.4,-6.0,-0.3,-5.1,2.5,-7.9,5.3,-2.9,2.1,0.1,-1.9,3.4,1.7,4.8,-1.0,4.5
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2.5,2.2,5.5,3.4,4.2,0.6,-0.6,-3.3,1.9,2.5,1.9,1.0,1.3,0.8,4.7,2.8,3.0,-1.6,-4.7,6.4,-0.2,3.4
25220,"Hammond, LA (Metropolitan Statistical Area)",4.1,8.9,9.7,11.0,15.9,-5.0,3.5,-4.9,6.4,12.0,-9.3,-6.5,-0.3,-5.7,4.0,8.0,0.2,6.3,-2.6,4.6,1.1,6.0
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",6.0,10.4,5.0,4.7,-6.9,16.6,-10.6,-9.9,2.6,14.5,-9.3,-0.2,8.2,0.8,6.0,6.2,-1.7,1.9,1.1,1.1,4.0,2.5
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2.3,3.6,4.0,1.8,1.1,2.3,0.2,-3.2,2.0,2.4,1.8,2.6,3.2,2.7,0.5,0.6,1.8,3.1,-4.9,5.2,1.2,1.2
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",-13.1,-1.2,2.3,5.7,1.2,0.7,-0.2,5.4,7.1,0.6,1.8,3.3,-4.3,-2.6,-3.7,2.7,2.5,1.6,-4.9,9.1,4.2,-3.9
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",-5.0,2.1,8.3,2.0,5.7,5.0,-0.9,-2.1,1.8,-0.3,-0.5,-2.9,2.7,6.3,0.5,2.8,0.3,1.0,-6.9,3.0,2.9,2.3
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",3.5,4.5,5.1,3.9,5.8,-2.6,3.2,-1.2,3.3,-0.8,1.9,1.5,-0.4,1.3,-1.9,1.8,-0.2,-1.1,-1.5,7.9,1.6,3.6
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",0.4,-2.0,3.5,0.7,2.5,-3.3,-3.2,-5.1,4.5,-0.5,-3.1,1.2,0.6,2.4,2.7,3.4,-1.2,-1.2,-2.1,4.6,2.7,-1.2
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",1.9,6.8,7.1,5.8,4.7,2.6,-2.3,-3.8,-1.4,-1.3,0.6,4.5,3.0,1.8,3.0,0.7,5.0,4.8,2.1,3.5,6.3,4.2
25980,"Hinesville, GA (Metropolitan Statistical Area)",3.4,9.1,5.6,7.0,0.2,3.8,8.8,1.7,6.4,5.2,-3.7,-2.2,-4.3,-1.3,-0.9,0.5,1.1,0.9,-2.2,8.6,-0.4,0.7
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",2.9,3.9,6.6,4.3,7.5,3.5,-4.3,-5.9,-5.4,-3.4,-2.5,-0.3,-3.3,-1.3,2.3,-4.6,5.0,7.4,1.0,9.3,6.1,3.6
26300,"Hot Springs, AR (Metropolitan Statistical Area)",3.9,3.0,2.9,3.1,0.3,-0.8,-3.1,-2.6,2.6,5.9,2.4,-0.1,0.9,-0.9,1.5,0.6,2.5,1.6,-0.8,3.4,1.0,2.7
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",-3.5,-4.6,-1.6,2.7,16.5,1.2,-1.5,0.9,-1.6,-3.9,3.2,4.7,1.1,-8.6,-13.5,-4.0,3.7,-0.5,-6.6,1.2,2.0,7.8
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",-0.3,0.6,8.9,1.7,7.9,8.3,-2.1,-0.7,4.7,2.7,3.6,5.1,1.7,5.5,-2.1,0.7,4.4,-0.9,-1.8,4.8,4.3,5.4
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",1.9,2.1,3.3,1.0,1.8,-1.1,5.3,0.4,-1.6,0.2,5.1,7.5,-5.1,-0.2,-2.9,-0.4,4.9,1.7,-8.1,2.5,-1.2,4.6
26620,"Huntsville, AL (Metropolitan Statistical Area)",4.0,6.3,7.8,5.5,3.7,3.4,3.4,0.8,5.7,1.6,0.5,1.8,0.3,1.8,3.1,3.8,3.9,5.7,1.6,6.0,4.6,6.0
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",6.2,0.4,4.8,3.8,7.9,2.5,1.6,0.5,0.7,-1.7,0.9,2.1,1.2,6.1,4.4,11.7,10.2,10.3,1.0,2.5,-1.6,3.7
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",1.3,3.5,5.3,1.1,3.1,4.2,3.0,-2.9,3.9,-0.2,-0.6,3.4,2.1,-2.5,2.4,2.4,3.6,2.2,-0.7,6.8,4.1,1.9
26980,"Iowa City, IA (Metropolitan Statistical Area)",3.3,3.1,4.8,1.5,4.4,0.6,5.1,-0.9,3.0,4.9,1.5,4.2,3.2,-2.2,1.6,6.1,0.9,-0.9,-4.3,5.2,0.7,-0.4
27060,"Ithaca, NY (Metropolitan Statistical Area)",3.3,4.9,2.2,-0.8,0.1,0.8,4.3,2.9,3.9,-0.6,0.7,-1.7,-1.3,2.4,0.3,0.6,0.7,1.3,-7.5,3.9,2.1,0.0
27100,"Jackson, MI (Metropolitan Statistical Area)",3.2,-0.1,2.6,3.4,-1.3,-0.3,-2.9,-8.8,3.9,4.8,1.4,1.8,-0.5,1.1,4.3,0.6,5.6,4.4,-3.4,6.2,0.5,1.6
27140,"Jackson, MS (Metropolitan Statistical Area)",2.0,4.4,3.6,2.4,1.3,-2.9,2.3,-3.1,2.8,1.7,1.0,2.7,1.5,0.8,-0.9,0.1,0.0,0.0,-1.0,5.3,1.9,2.0
27180,"Jackson, TN (Metropolitan Statistical Area)",-0.7,2.7,3.2,2.4,2.2,-2.4,2.2,1.3,6.5,7.8,-12.2,0.3,-0.5,1.1,2.0,4.6,0.4,1.3,-1.1,7.9,-1.8,2.4
27260,"Jacksonville, FL (Metropolitan Statistical Area)",3.1,5.0,5.1,4.3,3.5,2.1,-3.2,-5.0,0.0,-0.7,1.0,3.4,2.4,4.2,3.8,4.5,3.3,4.3,1.3,7.7,6.3,4.3
27340,"Jacksonville, NC (Metropolitan Statistical Area)",-2.6,4.9,8.6,7.0,1.2,7.9,11.1,6.0,4.8,1.4,-3.3,-2.4,-1.1,-1.5,-4.2,2.2,0.9,1.6,1.8,5.3,1.4,2.4
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",10.9,2.3,2.5,-1.2,5.1,-0.6,-5.2,-7.5,3.5,1.1,2.8,4.0,-0.6,0.6,1.8,-0.8,5.3,2.7,-0.9,3.5,3.3,5.5
27620,"Jefferson City, MO (Metropolitan Statistical Area)",0.4,2.7,3.9,1.6,0.9,-0.2,4.1,-1.7,2.5,0.0,0.3,2.8,1.7,3.3,-0.7,-2.0,1.0,5.5,-2.6,-1.3,5.6,4.3
27740,"Johnson City, TN (Metropolitan Statistical Area)",2.3,5.1,7.8,2.6,1.6,1.6,3.6,-3.7,-2.0,3.7,1.7,-1.2,-1.5,4.0,-2.4,3.4,1.8,2.6,0.4,8.6,-0.4,4.2
27780,"Johnstown, PA (Metropolitan Statistical Area)",-1.2,1.0,1.0,1.8,-1.9,0.8,2.5,-2.2,2.8,0.3,-0.8,-1.4,-0.3,-2.4,-1.3,-1.0,0.1,-0.5,-1.1,-0.4,2.4,4.1
27860,"Jonesboro, AR (Metropolitan Statistical Area)",3.9,8.5,5.3,3.2,0.9,-4.4,2.4,-0.4,5.1,2.6,-0.7,4.2,-2.2,1.2,1.4,3.4,2.5,3.2,1.2,8.7,1.9,2.1
27900,"Joplin, MO (Metropolitan Statistical Area)",0.6,2.2,3.8,2.2,0.6,-0.3,3.6,-4.2,2.9,1.3,-0.3,2.5,0.3,4.6,-1.1,0.1,1.3,-1.1,-4.0,5.1,0.7,0.0
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",4.5,6.9,6.7,8.4,7.7,1.6,-5.4,-9.5,3.0,1.4,3.3,3.3,0.9,5.3,3.3,0.8,6.0,1.8,-17.3,10.2,3.4,-0.6
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",6.4,-0.9,1.2,-0.6,-0.8,2.9,-3.0,-2.5,2.0,-0.2,1.2,1.7,-0.6,3.2,3.0,4.3,6.3,3.0,0.3,6.4,3.0,1.3
28100,"Kankakee, IL (Metropolitan Statistical Area)",3.0,0.9,3.2,-0.4,3.5,0.7,1.3,1.7,1.1,0.5,6.7,-0.3,3.6,2.6,8.1,8.6,6.6,-0.9,-1.8,11.8,2.2,0.1
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",2.8,2.1,2.2,3.1,3.2,3.2,3.3,-3.5,0.3,0.0,3.7,2.0,2.7,3.8,0.5,3.3,2.0,2.3,-1.9,3.6,5.0,2.7
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",7.1,0.8,2.3,6.0,3.3,1.1,2.3,4.8,10.7,-1.4,-3.9,-0.1,2.2,5.3,4.8,-0.1,3.6,3.8,-2.4,5.8,-0.2,2.4
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",3.9,4.9,4.3,7.8,8.2,4.6,5.8,0.9,-0.2,2.0,0.0,-2.1,-0.5,4.0,-2.0,2.3,0.7,2.4,1.5,4.5,2.6,3.5
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",0.1,1.9,7.0,-2.2,4.6,0.8,0.0,-0.7,-0.2,2.4,0.6,-1.5,-3.3,2.1,1.4,3.3,2.9,-2.8,0.3,6.9,3.0,0.5
28740,"Kingston, NY (Metropolitan Statistical Area)",2.8,4.6,4.2,0.3,1.6,0.1,4.1,-0.9,2.2,-0.7,1.0,0.8,-0.2,-0.5,-0.1,1.4,1.3,3.6,-4.2,3.7,3.0,2.5
28940,"Knoxville, TN (Metropolitan Statistical Area)",5.3,4.3,5.3,3.6,2.2,0.2,1.6,-5.2,1.8,3.0,2.2,0.9,1.5,1.9,3.9,3.6,2.5,2.1,0.6,8.9,4.1,2.0
29020,"Kokomo, IN (Metropolitan Statistical Area)",10.6,16.4,-4.5,-2.0,3.3,6.1,-12.3,-32.2,60.4,2.8,5.7,2.4,-3.8,-6.1,-2.3,-2.5,2.6,0.0,-5.9,12.5,6.2,0.6
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",1.5,3.9,3.2,2.5,0.3,1.6,1.9,0.5,4.4,2.3,1.8,0.4,5.1,2.8,1.6,3.1,1.7,1.3,-3.9,3.1,-1.5,0.7
29180,"Lafayette, LA (Metropolitan Statistical Area)",-5.8,-1.0,2.1,2.8,14.0,-1.2,2.5,-1.0,1.5,1.8,4.0,-0.1,1.4,-7.6,-9.3,0.0,4.4,-1.0,-4.5,4.6,0.1,3.8
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",2.7,4.2,3.2,2.6,4.7,3.9,-1.3,-8.5,7.8,2.1,0.2,4.6,2.9,0.8,5.1,5.3,5.9,0.6,-5.7,3.6,4.6,2.7
29340,"Lake Charles, LA (Metropolitan Statistical Area)",6.8,20.1,9.3,19.0,-14.9,-16.4,-12.9,-16.0,-9.1,24.7,-2.1,-11.7,4.2,4.7,9.1,15.3,-1.5,3.4,-17.9,4.3,-5.3,6.5
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",9.5,3.0,7.1,5.1,0.8,2.0,-2.7,-5.5,1.3,0.5,-1.1,4.1,0.0,0.1,4.9,-2.4,2.1,2.9,4.7,9.8,2.4,4.3
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",3.4,3.3,5.0,5.8,3.4,2.6,-1.8,-6.0,1.1,-0.3,1.3,3.0,-0.4,5.5,3.2,5.1,2.7,4.0,2.5,7.2,4.2,2.2
29540,"Lancaster, PA (Metropolitan Statistical Area)",1.5,4.3,1.7,2.5,-0.3,-0.1,-0.1,-3.8,4.0,-0.9,0.4,3.0,2.5,4.8,0.9,2.8,1.8,0.9,-4.2,4.8,2.5,1.0
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",3.5,1.7,1.2,2.2,0.8,0.8,-5.8,-6.1,8.3,-2.5,-2.2,-0.2,2.7,3.4,4.2,1.7,1.9,1.8,-1.4,5.0,4.4,2.1
29700,"Laredo, TX (Metropolitan Statistical Area)",2.3,-1.5,-3.5,3.6,0.9,-1.3,-4.6,1.1,1.5,10.5,6.8,7.6,14.6,11.1,-1.1,1.6,-4.0,4.4,-3.3,4.2,3.5,9.7
29740,"Las Cruces, NM (Metropolitan Statistical Area)",4.3,8.3,8.1,7.8,0.3,0.8,0.1,4.3,4.8,-4.0,-5.5,-0.5,1.1,1.1,2.3,1.2,1.9,3.9,-3.5,6.9,2.0,4.9
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",4.4,5.4,12.1,9.8,4.1,1.5,-3.6,-9.4,-0.5,1.7,-1.2,2.4,1.5,4.4,3.2,3.6,5.5,4.5,-8.5,10.9,6.4,3.2
29940,"Lawrence, KS (Metropolitan Statistical Area)",2.6,-0.2,2.1,0.3,-0.8,2.5,3.8,-0.5,-1.4,2.4,-1.0,1.7,1.7,0.9,5.3,2.8,2.7,0.4,-2.7,3.3,1.4,3.7
30020,"Lawton, OK (Metropolitan Statistical Area)",3.2,7.5,4.6,-1.2,4.2,1.7,3.8,3.3,4.6,-2.4,-4.3,2.0,-1.5,3.0,-0.1,-2.2,-0.9,2.5,-2.5,4.1,-0.3,1.8
30140,"Lebanon, PA (Metropolitan Statistical Area)",2.4,5.8,5.2,1.2,1.9,3.6,0.0,-0.2,4.4,2.1,2.3,0.3,2.6,2.4,-1.2,2.1,1.3,0.0,-2.9,6.9,0.8,1.9
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",1.3,1.7,2.4,1.7,0.3,0.8,3.0,-1.7,4.5,-2.1,-1.0,3.7,0.1,2.9,3.8,-3.0,-0.3,5.6,1.5,6.7,0.5,0.8
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",7.2,3.3,2.2,-0.3,1.3,3.5,2.4,-3.9,-0.6,-1.0,3.2,-1.7,1.1,2.7,1.9,-1.1,4.4,2.8,3.6,0.7,2.6,4.1
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",4.9,2.5,3.8,4.8,3.9,1.4,-1.4,-8.2,4.5,1.3,2.4,4.2,2.6,3.9,2.2,1.2,2.8,1.9,-4.5,3.1,3.6,2.7
30620,"Lima, OH (Metropolitan Statistical Area)",3.7,-1.2,2.4,0.6,2.0,-0.9,0.9,23.9,4.7,1.6,-7.7,-4.5,9.2,-2.6,3.6,-2.2,5.9,-4.2,-1.9,14.4,0.7,2.0
30700,"Lincoln, NE (Metropolitan Statistical Area)",0.5,4.1,1.6,5.4,2.5,2.0,-3.7,-2.5,3.1,0.3,1.0,2.0,4.9,3.5,1.7,5.3,2.0,1.9,-0.7,4.5,4.6,3.3
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",3.0,4.9,4.3,5.5,2.7,3.1,-1.1,-3.1,-0.2,1.6,1.0,0.9,1.1,1.4,1.1,-0.8,1.5,0.8,0.8,4.6,1.1,3.5
30860,"Logan, UT-ID (Metropolitan Statistical Area)",0.7,6.1,5.8,0.9,3.1,6.5,5.0,2.4,8.1,3.2,-2.2,1.7,4.0,4.0,3.5,8.0,8.9,1.8,1.0,6.7,2.8,3.1
30980,"Longview, TX (Metropolitan Statistical Area)",3.4,-1.1,2.2,6.1,8.0,9.6,6.1,5.3,-6.3,-4.6,0.3,0.0,-0.1,-4.9,-5.9,0.1,5.5,-1.0,-5.1,3.8,3.0,3.4
31020,"Longview, WA (Metropolitan Statistical Area)",-3.1,3.2,2.1,5.1,3.3,6.5,-2.3,-1.6,7.7,-2.5,2.6,2.3,0.3,2.5,1.8,-0.6,4.4,5.6,1.5,3.5,2.2,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",2.4,4.3,3.2,3.3,3.9,1.3,1.2,-4.8,2.8,1.6,1.9,2.5,2.7,4.3,1.8,3.7,2.7,3.6,-4.3,6.1,2.3,0.9
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",0.5,3.1,3.4,3.1,3.2,0.9,-1.6,-5.9,5.2,1.3,4.3,1.0,1.3,2.6,1.9,1.7,1.2,3.8,-2.0,4.9,2.0,1.6
31180,"Lubbock, TX (Metropolitan Statistical Area)",2.3,3.0,2.0,4.3,3.0,1.3,-0.8,-0.1,5.0,-2.0,4.7,4.7,-0.4,3.1,1.2,0.4,2.5,3.1,0.3,3.3,2.2,3.0
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",2.1,4.9,2.1,1.0,3.2,-1.2,0.5,-1.7,5.1,-1.8,-2.5,0.6,-0.7,0.4,-1.0,0.9,4.4,-0.4,-4.0,4.4,0.2,2.0
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",-0.8,-2.1,3.1,-0.9,-1.2,-1.9,1.4,-3.4,0.9,2.0,0.8,0.4,0.7,1.2,-0.5,-0.3,1.7,-1.6,-6.9,6.2,1.1,-1.2
31460,"Madera, CA (Metropolitan Statistical Area)",12.8,3.6,14.8,7.5,4.2,0.2,-1.5,-12.2,16.8,0.4,4.0,2.6,5.3,-4.6,10.8,3.0,0.1,3.2,-0.3,4.0,-6.3,3.0
31540,"Madison, WI (Metropolitan Statistical Area)",3.6,3.6,5.0,4.3,1.3,2.7,-1.7,-1.5,3.5,2.6,2.8,2.2,5.0,3.7,3.3,1.5,3.9,2.7,-2.4,5.9,2.2,3.2
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",3.7,8.1,4.1,2.1,3.5,1.5,0.7,-1.4,1.0,2.8,-0.3,2.1,2.2,3.4,1.6,0.4,1.9,3.0,-0.9,9.3,1.7,1.6
31740,"Manhattan, KS (Metropolitan Statistical Area)",0.6,4.3,4.6,3.1,8.5,8.4,5.7,-0.7,5.7,3.9,-1.1,-2.6,-3.4,1.1,-1.6,0.0,-1.2,-3.3,-0.4,3.9,0.1,-1.3
31860,"Mankato, MN (Metropolitan Statistical Area)",4.4,0.8,6.1,4.3,7.4,-2.2,1.2,-3.7,5.4,1.5,5.2,2.1,3.0,2.2,-1.2,0.8,1.5,-0.5,-4.2,4.3,1.4,-0.4
31900,"Mansfield, OH (Metropolitan Statistical Area)",4.6,0.9,5.0,1.5,-1.9,-4.2,-2.8,-15.2,5.6,3.0,1.2,-1.1,3.3,-0.9,-1.2,0.2,1.0,-0.1,-4.2,4.4,0.2,2.4
